"feature"	"intensity"	"Average.Rt.min."	"Average.Mz"	"molecularFormula.x"	"adduct.x"	"precursorFormula.x"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"overallFeatureQuality.x"	"structurePerIdRank"	"formulaRank.y"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"
"P_7476"	2687	4.635	194.11748	"C11H15NO2"	"[M + H]+"	"C11H16NO2+"	"Alkaloids"	"0,997"	"Tyrosine alkaloids"	"0,976"	"Isoquinoline alkaloids"	"0,333"	"Organoheterocyclic compounds"	"0,513"	"Tetrahydroisoquinolines"	"0,675"	""	""	""	""	"Tetrahydroisoquinolines"	"0,675"	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Phenol ethers; Benzenoids; Amines; Primary amines; Tetrahydroisoquinolines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,286"	"0,500"	"-111,690"	NA	"93,969"	"YTPRLBGPGZHUPD"	"InChI=1S/C11H15NO2/c1-7-9-6-11(14-2)10(13)5-8(9)3-4-12-7/h5-7,12-13H,3-4H2,1-2H3"	"Salsoline"	"CC1C2=CC(=C(C=C2CCN1)O)OC"	"1,300"	"7047202;7047203;40010;46695;442356;3922815"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0012469);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0459902);MESH:(40010 46695 442356);FooDB:(FDB029079);PUBCHEM:(7047202 7047203 40010 46695 442356 3922815);COCONUT:(CNP0237841);NORMAN:(NS00041244);CHEBI:(112 110170);KEGG:(C09640);DSSTox:(DTXSID20965743 DTXSID50236817 DTXSID70876517);LOTUS:(Q27105241 Q27189551);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(YTPRLBGPGZHUPD-UHFFFAOYSA-N)"
"P_43162"	2684	11.019	484.3848	"C25H49N5O4"	"[M + H]+"	"C25H50N5O4+"	"Amino acids and Peptides"	"0,547"	"Small peptides"	"0,256"	"Dipeptides"	"0,084"	"Organic acids and derivatives"	"0,988"	"Carboxylic acids and derivatives"	"0,971"	"Amino acids, peptides, and analogues"	"0,927"	"Amino acids and derivatives"	"0,921"	"Alpha amino acid amides"	"0,519"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,024"	"0,024"	"-217,389"	NA	"17,576"	"SNASBSONTZCZHR"	"InChI=1S/C25H49N5O4/c1-2-18-31-20-22-33-24-25-34-23-21-32-19-17-30-15-13-29(14-16-30)8-4-7-28-11-9-27(10-12-28)6-3-5-26/h1H,3-26H2"	"3-[4-[3-[4-[2-[2-[2-(2-Prop-2-ynoxyethoxy)ethoxy]ethoxy]ethyl]piperazin-1-yl]propyl]piperazin-1-yl]propan-1-amine"	"C#CCOCCOCCOCCOCCN1CCN(CC1)CCCN2CCN(CC2)CCCN"	"-0,800"	"155396876"	"PUBCHEM:(155396876)"
"N_9786"	2677	5.667	254.10291	"C10H16F3NO3"	"[M - H]-"	"C10H15F3NO3-"	"Amino acids and Peptides"	"0,145"	"Small peptides"	"0,342"	"Aminoacids"	"0,210"	"Organic acids and derivatives"	"1,000"	"Carboxylic acids and derivatives"	"0,999"	"Amino acids, peptides, and analogues"	"0,688"	"Amino acids and derivatives"	"0,689"	"Amino acids and derivatives"	"0,689"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Halogenated fatty acids; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,043"	"0,043"	"-203,880"	NA	"27,553"	"WUFMRAXERJDEPS"	"InChI=1S/C10H16F3NO3/c11-10(12,13)7-17-3-1-2-14-5-8(6-14)4-9(15)16/h8H,1-7H2,(H,15,16)"	"2-[1-[3-(2,2,2-Trifluoroethoxy)propyl]azetidin-3-yl]acetic acid"	"C1C(CN1CCCOCC(F)(F)F)CC(=O)O"	"-1,200"	"64616278"	"PUBCHEM:(64616278)"
"N_29081"	2670	13.077	434.32787	"C26H45NO4"	"[M - H]-"	"C26H44NO4-"	"Fatty acids"	"0,772"	"Steroids"	"0,846"	"Cholane steroids"	"0,234"	"Lipids and lipid-like molecules"	"0,997"	"Steroids and steroid derivatives"	"0,938"	"Bile acids, alcohols and derivatives"	"0,942"	"Hydroxy bile acids, alcohols and derivatives"	"0,853"	"Hydroxy bile acids, alcohols and derivatives"	"0,853"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,217"	"0,217"	"-159,272"	NA	"5,009"	"NKJQODHOJGTGEH"	"InChI=1S/C26H45NO4/c1-5-27-23(31)9-6-15(2)18-7-8-19-24-20(14-22(30)26(18,19)4)25(3)11-10-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,5-14H2,1-4H3,(H,27,31)"	"N-Ethyl-3alpha,7alpha,12alpha-trihydroxy-5beta-cholane-24-oic amide"	"CCNC(=O)CCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C"	"3,700"	"42627699;58891938;162064203"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(42627699 58891938 162064203)"
"N_10047"	2667	0.977	257.02875	"C6H14N2O5S2"	"[M - H]-"	"C6H13N2O5S2-"	"Amino acids and Peptides"	"0,997"	"Small peptides"	"0,988"	"Aminoacids"	"0,979"	"Organic acids and derivatives"	"0,976"	"Carboxylic acids and derivatives"	"0,873"	"Amino acids, peptides, and analogues"	"0,977"	"Amino acids and derivatives"	"0,976"	"Alpha amino acids"	"0,981"	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,055"	"0,055"	"-178,845"	NA	"10,502"	"RXLKYJJNBZHQID"	"InChI=1S/C6H14N2O5S2/c1-14(10,11)2-3-15(12,13)4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H2,8,9)"	"2-Amino-3-(2-methylsulfonylethylsulfonyl)propanamide"	"CS(=O)(=O)CCS(=O)(=O)CC(C(=O)N)N"	"-3,000"	"81941651"	"PUBCHEM:(81941651)"
"P_19153"	2667	10.162	321.24372	"C20H32O3"	"[M + H]+"	"C20H33O3+"	"Fatty acids"	"0,912"	"Eicosanoids"	"0,258"	"Monacolins and Monacolin derivatives"	"0,039"	"Lipids and lipid-like molecules"	"0,938"	"Fatty Acyls"	"0,718"	""	""	""	""	"Fatty Acyls"	"0,718"	"Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,015"	"0,019"	"-164,032"	NA	"71,684"	"HVRRTPWRYUQZPF"	"InChI=1S/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13,17,21H,2-6,12,14-16,18H2,1H3,(H,22,23)"	"12 Hydroxy arachidonic acid"	"CCCCCC=CCC(=CCC=CCC=CCCCC(=O)O)O"	"5,700"	"87141307;15388625;156700639;73471182;131769822;18924711"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0060101);CHEBI:(175104);PUBCHEM:(87141307 15388625 156700639 73471182 131769822 18924711);PUBCHEMANNOTATIONDRUG:(null)"
"N_16234"	2666	13.737	327.18381	"C13H24N6O4"	"[M - H]-"	"C13H23N6O4-"	"Alkaloids"	"0,875"	"Nucleosides"	"0,372"	"Polyamines"	"0,680"	"Organic acids and derivatives"	"0,925"	"Carboxylic acids and derivatives"	"0,764"	"Amino acids, peptides, and analogues"	"0,717"	"Amino acids and derivatives"	"0,713"	"Amino acids and derivatives"	"0,713"	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	4	"0,217"	"0,217"	"-231,902"	NA	"6,495"	"DFNMYOZHKNITMF"	"InChI=1S/C13H24N6O4/c20-12(10-16-22)14-2-6-18-4-1-5-19(9-8-18)7-3-15-13(21)11-17-23/h10-11,22-23H,1-9H2,(H,14,20)(H,15,21)"	"(2E)-2-hydroxyimino-N-[2-[4-[2-[[(2E)-2-hydroxyiminoacetyl]amino]ethyl]-1,4-diazepan-1-yl]ethyl]acetamide"	"C1CN(CCN(C1)CCNC(=O)C=NO)CCNC(=O)C=NO"	"0,500"	"145946115"	"PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(145946115)"
"N_9144"	2661	17.316	244.90622	"C4H6O4S4"	"[M - H]-"	"C4H5O4S4-"	"Fatty acids"	"0,959"	"Fatty Acids and Conjugates"	"0,653"	"Thia fatty acids"	"0,612"	"Organoheterocyclic compounds"	"0,608"	"Dithiolanes"	"0,330"	"1,2-dithiolanes"	"0,657"	""	""	"1,2-dithiolanes"	"0,657"	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Thiosulfinic acid esters; Carbonyl compounds; Organic disulfides; 1,2-dithiolanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	4	"0,004"	"0,004"	"-33,669"	NA	"3,870"	"CLZHRTBDLLWPIR"	"InChI=1S/C4H6O4S4/c5-11(6)3-1-9-10-2-4-12(7)8/h3-4H,1-2H2"	"1-Sulfonyl-2-(2-sulfonylethyldisulfanyl)ethane"	"C(C=S(=O)=O)SSCC=S(=O)=O"	"-1,100"	"157620377"	"PUBCHEM:(157620377)"
"P_32057"	2654	12.602	411.36167	"C24H46N2O3"	"[M + H]+"	"C24H47N2O3+"	"Amino acids and Peptides"	"0,714"	"Small peptides"	"0,409"	"N-acyl amines"	"0,081"	"Organic acids and derivatives"	"0,997"	"Carboxylic acids and derivatives"	"0,990"	"Amino acids, peptides, and analogues"	"0,716"	"Amino acids and derivatives"	"0,704"	"N-acyl-alpha amino acids and derivatives"	"0,667"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,083"	"0,121"	"-288,367"	NA	"47,292"	"QYANHRRURYBYLY"	"InChI=1S/C24H46N2O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23(27)26-21-18-17-19-22(25)24(28)29/h9-10,22H,2-8,11-21,25H2,1H3,(H,26,27)(H,28,29)"	"(2S)-2-amino-6-(octadec-9-enoylamino)hexanoic acid"	"CCCCCCCCC=CCCCCCCCC(=O)NCCCCC(C(=O)O)N"	"4,500"	"135240021;163918096;163918097;101592777;6436547;90130;71436247"	"NORMAN:(NS00050588);PUBCHEM:(135240021 163918096 163918097 101592777 6436547 90130 71436247);DSSTox:(DTXSID001270490)"
"P_28138"	2653	13.413	386.2924	"C21H36O5"	"[M + H3N + H]+"	"C21H40NO5+"	"Terpenoids"	"0,610"	"Diterpenoids"	"0,388"	"Fatty alcohols"	"0,139"	"Lipids and lipid-like molecules"	"0,911"	"Fatty Acyls"	"0,779"	"Fatty acid esters"	"0,644"	""	""	"Fatty acid esters"	"0,644"	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	4	"0,206"	"0,389"	"-215,765"	NA	"4,154"	"JAAHRCLWYKMKQQ"	"InChI=1S/C21H36O5/c1-4-5-6-7-8-9-10-11-12-13-14-15-20(24)16-21(26-19(3)23)17-25-18(2)22/h1,20-21,24H,5-17H2,2-3H3"	"1-(acetyloxy)-4-hydroxyheptadec-16-yn-2-yl acetate"	"CC(=O)OCC(CC(CCCCCCCCCCCC#C)O)OC(=O)C"	"5,400"	"163022804;101558544"	"COCONUT:(CNP0299677);SUPERNATURAL:(SN0159853);PUBCHEM:(163022804 101558544)"
"P_38588"	2652	11.656	453.33581	"C28H46O3"	"[M + Na]+"	"C28H46NaO3+"	"Terpenoids"	"0,984"	"Triterpenoids"	"0,422"	"Lanostane, Tirucallane and Euphane triterpenoids"	"0,077"	"Lipids and lipid-like molecules"	"0,964"	"Prenol lipids"	"0,867"	"Triterpenoids"	"0,594"	""	""	"Triterpenoids"	"0,594"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,039"	"0,039"	"-123,599"	NA	"38,754"	"SUUQQKHQTOSJCI"	"InChI=1S/C28H46O3/c1-6-22-25(29)17-20(18-26(22)30)11-12-21-10-8-16-28(5)23(13-14-24(21)28)19(2)9-7-15-27(3,4)31/h6,11-12,19,23-26,29-31H,7-10,13-18H2,1-5H3"	"(1R,3R)-5-[2-[(7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-2-ethylidenecyclohexane-1,3-diol"	"CC=C1C(CC(=CC=C2CCCC3(C2CCC3C(C)CCCC(C)(C)O)C)CC1O)O"	"5,000"	"101096994;9845601;10113545;60115216;90691236;10950060;10972055;91188621;44341599;44341838"	"CHEBI:(185599);LIPIDMAPS:(LMST03020628 LMST03020629);PUBCHEM:(101096994 9845601 10113545 60115216 90691236 10950060 10972055 91188621 44341599 44341838);PUBMED"
"P_10077"	2651	8.402	223.13267	"C13H18O3"	"[M + H]+"	"C13H19O3+"	"Shikimates and Phenylpropanoids"	"0,754"	"Phenylpropanoids (C6-C3)"	"0,797"	"Cinnamic acids and derivatives"	"0,795"	"Phenylpropanoids and polyketides"	"0,550"	"Cinnamaldehydes"	"0,603"	""	""	""	""	"Cinnamaldehydes"	"0,603"	"Organic compounds; Cinnamaldehydes; Styrenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	NA	1	1	"0,131"	"0,131"	"-211,647"	NA	"79,342"	"MUDMWQINEVWPNY"	"InChI=1S/C13H18O3/c1-4-16-9-5-6-11-7-8-12(14-2)13(10-11)15-3/h5-8,10H,4,9H2,1-3H3"	"4-(3-ethoxyprop-1-en-1-yl)-1,2-dimethoxybenzene"	"CCOCC=CC1=CC(=C(C=C1)OC)OC"	"2,705"	"101417750;162966431"	"COCONUT:(CNP0237791);SUPERNATURAL:(SN0235426);PUBCHEM:(101417750 162966431)"
"P_32058"	2651	13.04	411.36176	"C29H46O"	"[M + H]+"	"C29H47O+"	"Terpenoids"	"0,999"	"Steroids"	"0,992"	"Cholestane steroids"	"0,804"	"Lipids and lipid-like molecules"	"0,996"	"Steroids and steroid derivatives"	"0,978"	"Oxosteroids"	"0,802"	"3-oxosteroids"	"0,769"	"3-oxosteroids"	"0,769"	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	NA	1	2	"0,695"	"0,695"	"-51,439"	NA	"66,964"	"CYXFLADDAXGPKC"	"InChI=1S/C29H46O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h7,10,19-20,24-27H,8-9,11-18H2,1-6H3"	"(10R,13R,17R)-10,13-dimethyl-17-[(Z)-5-propan-2-ylhept-5-en-2-yl]-1,2,4,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"	"CC=C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C)C(C)C"	"8,500"	"129669149;11418432"	"PUBCHEM:(129669149 11418432)"
"P_22171"	2650	7.677	351.21555	"C16H26N6O3"	"[M + H]+"	"C16H27N6O3+"	"Amino acids and Peptides"	"0,698"	"Small peptides"	"0,749"	"Purine nucleosides"	"0,562"	"Organic acids and derivatives"	"0,465"	"Carboxylic acids and derivatives"	"0,448"	"Amino acids, peptides, and analogues"	"0,503"	""	""	"Amino acids, peptides, and analogues"	"0,503"	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Guanidines; Azoles; Aminopyrimidines and derivatives; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Organic 1,3-dipolar compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,016"	"0,016"	"-403,733"	NA	"24,633"	"HDOAQIOHZXDPRS"	"InChI=1S/C16H26N6O3/c1-6-8-17-13-21-14(24-5)20-12-11(10-19-22(12)13)7-9-18-15(23)25-16(2,3)4/h10H,6-9H2,1-5H3,(H,18,23)(H,17,20,21)"	""	"CCCNC1=NC(=NC2=C(C=NN21)CCNC(=O)OC(C)(C)C)OC"	"2,600"	"45934495"	"COCONUT:(CNP0447637);PUBCHEM:(45934495)"
"P_9492"	2644	5.422	217.09617	"C12H12N2O2"	"[M + H]+"	"C12H13N2O2+"	"Alkaloids"	"0,999"	"Tryptophan alkaloids"	"0,997"	"Carboline alkaloids"	"0,726"	"Organoheterocyclic compounds"	"0,996"	"Indoles and derivatives"	"0,965"	"Indoles"	"0,940"	"3-alkylindoles"	"0,618"	"3-alkylindoles"	"0,618"	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Alkyl aryl ethers; Anisoles; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Substituted pyrroles; Phenol ethers; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,816"	"0,846"	"-77,059"	NA	"48,722"	"PWARHDUWOJUADN"	"InChI=1S/C12H12N2O2/c1-16-7-2-3-10-9(6-7)8-4-5-13-12(15)11(8)14-10/h2-3,6,14H,4-5H2,1H3,(H,13,15)"	""	"COC1=CC2=C(C=C1)NC3=C2CCNC3=O"	"1,700"	"87372"	"COCONUT:(CNP0462726);NORMAN:(NS00025912);CHEBI:(92770);SUPERNATURAL:(SN0296631);PUBCHEM:(87372);DSSTox:(DTXSID70170825);LOTUS:(Q27164531);GNPS:(CCMSLIB00000078738);PUBMED:(null)"
"P_1991"	2643	11.557	123.11628	"C9H14"	"[M + H]+"	"C9H15+"	"Terpenoids"	"0,791"	"Fatty acyls"	"0,443"	"Monocyclic monoterpenoids"	"0,155"	"Hydrocarbons"	"0,994"	"Unsaturated hydrocarbons"	"0,965"	"Branched unsaturated hydrocarbons"	"0,545"	""	""	"Branched unsaturated hydrocarbons"	"0,545"	"Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities"	NA	1	1	"0,246"	"0,246"	"-72,121"	NA	"25,023"	"SAHSJXXPSDEEQZ"	"InChI=1S/C9H14/c1-2-6-9-7-4-3-5-8-9/h4-5,7-9H,2-3,6H2,1H3"	"3-Propylcyclohexa-1,4-diene"	"CCCC1C=CCC=C1"	"3,600"	"42626953"	"PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(42626953)"
"N_33123"	2640	12.904	465.29713	"C25H42N2O6"	"[M - H]-"	"C25H41N2O6-"	"Fatty acids"	"0,979"	"Fatty amides"	"0,911"	"N-acyl amines"	"0,879"	"Organic acids and derivatives"	"1,000"	"Carboxylic acids and derivatives"	"1,000"	"Amino acids, peptides, and analogues"	"0,997"	"Amino acids and derivatives"	"0,996"	"Alpha amino acid esters"	"0,965"	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,049"	"0,049"	"-388,607"	NA	"11,800"	"LVQWYBDYPIJJAU"	"InChI=1S/C25H42N2O6/c1-5-6-7-8-10-13-16-19-20(17-14-11-9-12-15-18-21(28)31-2)23(25(30)33-4)27-26-22(19)24(29)32-3/h19,27H,5-18H2,1-4H3"	"Dimethyl 5-(8-methoxy-8-oxooctyl)-4-octyl-1,4-dihydropyridazine-3,6-dicarboxylate"	"CCCCCCCCC1C(=C(NN=C1C(=O)OC)C(=O)OC)CCCCCCCC(=O)OC"	"6,900"	"155346593"	"PUBCHEM:(155346593)"
"N_32238"	2639	17.244	458.86522	"C14H10Br2N2O4S"	"[M - H]-"	"C14H9Br2N2O4S-"	"Alkaloids"	"0,438"	"Coumarins"	"0,021"	"Simple coumarins"	"0,031"	"Organoheterocyclic compounds"	"0,996"	"Benzodioxoles"	"0,882"	""	""	""	""	"Benzodioxoles"	"0,882"	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organobromides; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,006"	"0,006"	"-185,569"	NA	"7,963"	"NTWODEQICVDZIO"	"InChI=1S/C14H10Br2N2O4S/c15-11-3-1-9(13(5-11)17(19)20)7-23-8-10-2-4-12(16)6-14(10)18(21)22/h1-6H,7-8H2"	"4-Bromo-1-[(4-bromo-2-nitrophenyl)methylsulfanylmethyl]-2-nitrobenzene"	"C1=CC(=C(C=C1Br)[N+](=O)[O-])CSCC2=C(C=C(C=C2)Br)[N+](=O)[O-]"	"4,900"	"87537802"	"PUBCHEM:(87537802)"
